source_offset,source_id,content_group,marker_stratum,restrictive_notice,open_licence_marker,public_domain_marker,government_copyright_marker,copyright_marker,first_marker_offset,marker_within_initial_120k,classification_tied,script_group,prompt_chars,domains
4651,d20914ec92a19b84bfa6526df5832f0f39adfa3cdfe4c45b,scholarly/research,explicit_restrictive_notice,True,False,False,False,True,22,True,False,han,79898,apiportal.uis.unesco.org;apps.who.int;blogs.world;blogs.worldbank.org;data.ipu.org;data.undp.org;data.unwomen.org;doi.org;ftp.iza.org;hdr.undp;hdr.undp.org;ilostat.ilo.org;imf.org;lisaspantig.com;oilprice.com;sapienlabs.org;ssrn.com;stats.oecd;un.org;undp.org;unhcr.org;who.int;www3.paho.org
4655,af3d44117c4ce66fed818a197be9de5e80c594ae6398c11a,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,14123,True,False,latin_or_other,46824,lonelyplanet.com
4656,20e4eaa43473ceb8db4b31fa6555d993af44969aec166763,software/code/technical-QA,explicit_restrictive_notice,True,False,False,False,True,3359,True,False,latin_or_other,25914,
4657,a0d255ababe76ddc6526cceb3ce5db1c2e3b44c80f24db4b,scholarly/research,explicit_open_licence_marker,False,True,False,False,True,42993,True,False,latin_or_other,43565,
4661,669a070835763dc7d407f5e7aae2f61dc3f80b5f09bd2825,news/blog/general web,generic_copyright_or_bibliographic_marker,False,False,False,False,True,241,True,False,han,17016,
4667,eef56ed5c2a203260e34244d84e26a0cfec16fdc5cb96ba6,software/code/technical-QA,explicit_open_licence_marker,False,True,False,False,True,982,True,False,latin_or_other,30136,nivo.dev7studios.com;opensource.org
4678,53baa5f678b2f3c2936fdc98822da01e7fd83ce2d3b24194,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,382,True,False,latin_or_other,147682,bis.org
4688,12c29078a3f46dc477ab8c3d5396b2211298a2380927fc7b,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,1397,True,False,latin_or_other,49609,crnbc.ca
4689,6fdde324573ed01d557a578243070c53dfc1c171220467c2,news/blog/general web,explicit_restrictive_notice,True,False,False,False,True,50600,True,False,latin_or_other,51945,
4692,e0aac1a59a52cf48ee0f7a79a7c205725941e26a37f9f399,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,114432,True,False,latin_or_other,143312,
4701,766658627e109c90d2c648df5fd460c871a5e7ab85354032,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,1150,True,False,latin_or_other,73456,headofzeus.com
4709,ffd4e931629bdb797f79f454f4459c5099891b97b82bbb5f,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,2477,True,False,latin_or_other,156168,ainowinstitute.org;caressesrobot.org;ec.europa.eu;empattics.eu;encompass-project.eu;enrichme.eu;fabulos.eu;fra.europa.eu;h2020-bridge.eu;healtheuropa.eu;karolinska.se;mathisis-project.eu;mckinsey.com;myhealthavatar.eu;sophiagenetics.com;standards.ieee.org;sustainabledevelopment.un.org;up-drive.eu;who.int
4714,53318c2485802929642949f60b678463e3c43afa0336c6c9,software/code/technical-QA,explicit_restrictive_notice,True,False,False,False,True,2080,True,False,cyrillic,20383,
4717,ce83067fd48bd25bf425f8b26abf570819659c2dd4db6052,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,69380,True,False,latin_or_other,269826,arcaopeningdoors.org;bewellnm.com;bewellnm.com.employee;bewellnm.comfor;cdc.gov;centerfornonprofitexcellence.org;generalservices.state.nm.us;hsd.state.nm.us
4723,9fb195c1cdb510af73a0aa20203bdabab540cc2374daa534,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,141530,False,True,latin_or_other,199259,msiusa.com
4727,c2d4e9fcfaaf1feb16b51bf6be0c4bf1d12d2fc8109b1c2d,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,159,True,False,han,142469,szcod.org;szdpa.org
4730,134c307c6747810d33d051171098e8f1bae33f6bb025625b,corporate/financial/ESG,explicit_restrictive_notice,True,False,False,False,True,14719,True,False,han,14907,
4731,2da6d0e1005324dc3cf4efd464508b7abf897592f90d2ef8,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,567,True,False,latin_or_other,193048,floodlight.openflowhub.org;noxrepo.org;opendaylight.org;osrg.github.io;projectfloodlight.org;sdxcentral.com
4750,56f51e461ed04099049b9bca00e2e5eb65f9a0e89e991dcf,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,33993,True,False,latin_or_other,117285,
4756,0e33ef49d3cd472feb2c4ded3d9b931c48e408995b7221f6,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,1553,True,False,latin_or_other,91732,ndb.nal.usda.gov;newhealthguide.org;nutritionfacts.org;organicfacts.net;penguin.co.uk
4768,b7e2c21bec1ae99c32b1d7843df76bfc196f476f1123e6a5,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,8188,True,False,latin_or_other,262727,aga.org;ansi.org;aopl.org;apga.org;api.org;asme.org;call811.com;commongroundalliance.com;ethanolresponse.com;fema.gov;firemarshals.org.state;ingaa.org;mycommittees.api.org;nace.org;napsr.org;naruc.org.state;nfpa.org;npms.phmsa.dot.gov;ntsb.gov;opsweb.phmsa.dot.gov;phmsa.dot.gov;pipa-info.com;pipelineemergencies.com;primis.phmsa.dot.gov;pstrust.org;trb.org
4771,ea5734ce3d99b411fc8f15a8907ac0a609da09b8867c6d17,news/blog/general web,generic_copyright_or_bibliographic_marker,False,False,False,False,True,24411,True,False,latin_or_other,36383,
4782,fa38fba70d94f1bb953f82361be7cd7fede71612083041f0,government/legal/procurement,explicit_public_domain_marker,False,False,True,False,True,578,True,False,latin_or_other,87579,pgdp.net
4788,53b3aee9b1204e0c9ad34446fc74f35efddb3bf5b129f4dd,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,1126,True,False,latin_or_other,46011,doubleday.com;facebook.com;jgrisham.com;links.penguinrandomhouse.com
4797,f56c42ec63dae6d281f1f6ee7929345c14142c161a43d07d,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,33081,True,False,latin_or_other,38263,games-workshop.com
4798,ae3cbc4a4d049876cb1f15d24555af439579ec852fce2501,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,162,True,False,latin_or_other,48786,
4801,61faa302168af9e987396ce27d2bca0da7a5564c4ef01e60,scholarly/research,explicit_restrictive_notice,True,False,False,False,True,28543,True,False,latin_or_other,156468,activehouse.info;breeam.com;cerway.com;dgnb.de;ecolabel.dk;living-future.org;new.gbca.org.au;sgbc.se;usgbc.com;wellcertified.com
4802,d190273825b6024094333ebf8473b5e1bc71ee9a1f007163,news/blog/general web,generic_copyright_or_bibliographic_marker,False,False,False,False,True,30516,True,False,latin_or_other,49661,
4803,ae1e514af5b96a11db583032c983f43397bfb6613c49d339,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,242,True,False,latin_or_other,94053,
4810,6d812af42eacef4d60756f8faa4851cb3f2c7b6b6d598dda,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,314,True,False,latin_or_other,61072,nickhernbooks.co.uk
4812,a6b9461cb3f89bb745375b2eca2127118145efc0c7688e7d,scholarly/research,explicit_public_domain_marker,False,False,True,False,True,17525,True,True,latin_or_other,49475,lajazz.com
4816,a08af85c6330f79b41027b6670cecdc8b871af5a45fd6e26,news/blog/general web,generic_copyright_or_bibliographic_marker,False,False,False,False,True,26914,True,False,han,27966,hibernate.sourceforge.net
4818,9fb1c5d64b1336c2b577bc3c9a486cfad20146c77b56e0f8,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,4,True,False,latin_or_other,29956,bestlocalnews.com
4837,82e5baad1fca0c9965a1b14c1a91c912780ad6a5d81c78af,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,7179,True,False,latin_or_other,185021,bookstore.ksre.ksu.edu;bugguide.net;bugguide.netthe;extension.purdue.edu;gillespie.agrilife.org;kanasstatefair.comlivestock;kansas4-h.org;kansasspacetech.com;kansasspacetech.com.the;kansasstatefair.com;kansasstatefair.com.in;kansasstatefair.comaccessibility;kansasstatefair.fairentry.com;ksre.ksu.edu;nar.org;nchfp.uga.edu;rrc.k-state.edu
4839,395f915d72a33dacd3db24752e5acb646d6a23b0b435bcbe,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,37173,True,False,latin_or_other,152591,eligibilitycenter.org;ncaa.org;playnaia.orgncaa
4848,b8d470e7aee706f4edde1f21c298c8e808f1582d41f94fdc,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,110036,True,False,latin_or_other,112253,impact-books.com;wacomknight.com
4873,d0e0cf4554ec7e40d4a14a59f0f9f90f21e725135a1aae7f,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,184,True,False,latin_or_other,74125,cottagelife.com
4875,c3c0d3cbc54188bae55b27fa6683e858e38c249510121e6d,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,80430,True,True,latin_or_other,80885,cbi.state.co.us;cdt.org;dos.state.ny.us;floridasnursing.gov;state.hi.us;www2.illinois.gov
4879,c1f454d4885294dd98ca09961d0c7588057f84e46538baef,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,22300,True,False,latin_or_other,47841,ftrain.com
4881,7bff9397e48db126d1d65f56eabe4a44c7913a3085384f22,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,693,True,False,latin_or_other,96612,barbarafisinger.tumblr.com;harpercollins.ca;harpercollins.co.nz;harpercollins.co.uk;harpercollins.com;harpercollins.com.au;harpercollinschildrens.com;suzanneselfors.com
4890,f0542dc98a64da696dc4d9392e6f68e02d4df229b3b2261d,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,2537,True,False,latin_or_other,74192,atrandom.com;randomhouse.com
4893,f9109e5459c400c69ff152211b2ec0a5c79628fbb2853fd5,government/legal/procurement,explicit_public_domain_marker,False,False,True,False,True,2606,True,False,latin_or_other,49772,pgdp.net
4904,7791a53488d7fb95e462fab19ad130c3ac5367f3b99cdbcc,news/blog/general web,generic_copyright_or_bibliographic_marker,False,False,False,False,True,1626,True,False,latin_or_other,133139,abc-clio.com;bid.ub.edu;citeseerx.ist.psu.edu;dw.de;etymonline.com;huffingtonpost.com;ioc.sagepub.com;jstor.org;paper.ijcsns.org;philosophyofinformation.net;plato.stanford.edu;scholarship.law.berkeley.edu;tandfonline.com;wired.com;www2.units.it
4924,4a3aa7d6d7f2a552b5c6e2f0c584e0c8da0b6378dc5626a6,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,3166,True,True,latin_or_other,54642,
4925,aa429a3fa0e43abac62ed6e9039398ecc86dba6b6862ef2a,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,99243,True,False,latin_or_other,100674,simonandschuster.com;simonspeakers.com
4934,78974d6d205f40045e18efa000f65fd85ebf65aab31561b1,books/literary/publisher,explicit_open_licence_marker,False,True,False,False,True,0,True,True,latin_or_other,261259,creativecommons.org;humanrights.gov.au
4936,d615b93997681fb56ccdffc84e065241c24d8dc802fd0f47,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,314,True,False,latin_or_other,141258,apa.org;asppb.net;cdn.ymaws.com;doi.org;dx.doi;dx.doi.org;govinfo.gov;intestcom.org
4937,22ffb715a2d8ed5133d82d224c1b5e53094d6eaf1641ad62,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,314,True,False,latin_or_other,161312,coda.ada.org
4945,05cec436f65ba3b6e2cf68b2ac62afd23a0105ba38ae6fdf,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,1553,True,False,latin_or_other,30224,github.com
4951,ec6d95f1921908664a6f621e9bcd56834fa2b3b3d76f0ee9,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,949,True,False,latin_or_other,74701,authortracker.com;harpercollinsebooks.ca;harpercollinsebooks.co.nz;harpercollinsebooks.co.uk;harpercollinsebooks.com;harpercollinsebooks.com.au;warriorcats.com
4955,bf85f78762ebb1fdb51c92e7a4833b6cab829ccb3639406e,education/course/textbook,explicit_public_domain_marker,False,False,True,False,True,70506,True,False,latin_or_other,156057,troup.k12.ga.us;troup.org
4960,fb60106ada45770199fbaed7d2376091153da823aae0706f,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,158,True,True,latin_or_other,152932,oracle.com
4961,5d2e6a3bdc73d10eef33466861ea596e608b48ff15760728,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,2723,True,False,latin_or_other,156993,appam.org;aspe.hhs;bls.gov;businessgrouphealth.org;cdc.gov;futureofchildren.org;guttmacher.org;healthypeople.gov;hhsc.state.tx.us;iom.edu;ir.uiowa.edu;irp.wisc.edu;marchofdimes.com;nber.org;nces.ed.gov;npc.umich.edu;paa2008.princeton;prb.org;thefutureofchildren.org;thenationalcampaign.org;urban.org
4969,21bea1bf06a72963cff2ce76154333890544984449e9468c,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,8825,True,True,latin_or_other,49079,haberdashertheatre.com;myspace.com
4970,714cae1435e3ae3b18d1a1bdfc7eec8161e031e9d6a31e45,government/legal/procurement,explicit_public_domain_marker,False,False,True,False,True,20012,True,False,latin_or_other,213585,cyber.gov.au;defence.gov.au;niaa.gov.au;protectivesecurity.gov.au;tenders.gov.au;treasury.gov.au
4972,0aa44259da5b81d8f8fa6f9776ef50d41a3e544981eb9698,government/legal/procurement,explicit_restrictive_notice,True,False,False,False,True,12385,True,False,latin_or_other,38410,
4975,dd7757c4ee3d85e5f94f3335378632813e8f47648822d5ab,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,186,True,False,latin_or_other,102062,facebook.com;instagram.com;twitter.com
4982,d8e8fdd81bd2ce36c13e57126ef25aa136f1f01e03b5352a,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,1280,True,False,latin_or_other,33495,
4989,1bf4bc58029768dcf3c0fce92489352b6bc2764a0c17e7f1,news/blog/general web,generic_copyright_or_bibliographic_marker,False,False,False,False,True,15458,True,False,latin_or_other,36925,wol.jw.org
4990,79ee8752ae4fc9c024fc55a85405aead3a2aa59173f2386d,government/legal/procurement,explicit_public_domain_marker,False,False,True,False,True,3455,True,False,latin_or_other,275547,books.nap.edu;cis.upenn.edu;darpa.mil;ec.europa.eu;fda.gov;hl7.org;iec.ch;ieee1073.org;itk.org;java.sun.com;lynuxworks.com;mdpnp.org;nap.edu;nitrd.gov;ois.com
4992,4f91a4e3d76a3fadcedd2c19e0f5ead8dbfd4b3eb9cb0193,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,19895,True,False,han,24981,
5001,12c8c8b914b105e7e683a204e5c302aa5682e6558b4d8e77,books/literary/publisher,mixed_restrictive_and_open_or_public,True,False,True,False,True,1675,True,False,latin_or_other,79551,pgdp.net
5007,aad9f95de8a5154a89d2d256be953ea68c19a148d8673be6,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,85413,True,False,latin_or_other,86605,chroniclebooks.com
5009,98146d37eb34a2166bfecb2b78e0857d1b6978b361cdea38,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,131191,False,False,latin_or_other,205882,aaaa.org;aaas.org;aaeteachers.org;aapa.org;adcglobal.org;aitp.org;allianceonline.org;ama.org;aphsa.org;appam.org;aspanet.org;awc-hq.org;bankrate.com;bpa.org;builtinchicago.org;caps.ucsc.edu;careers.ucsc.edu;careers.ucsc.edutable;cheekyscientist.com;cied.ucsc.edu;commutesolutions.com;compaspanet.com;corporatealliance.net;councilofnonprofits.org;csha.org;digitalanalyticsassociation.org;digitalhumanitiesnow.org;documentary.org;eonetwork.org;founderscard.com;fromphdtolife.com;iacsit.org;icma.org;iiba.org;imcusa.orgeducation;kcnext.thinkkc.com;linkedin.com;nabr.org;nationalhumanservices.org;nea.org;nsgc.org;phdsatwork.com;scbwi.org;smallgiants.org;spconsultants.orglist;stc.org;tech.co;theprofessorisin.com;thescholarpreneur.com;versatilephd.com;versatilephd.comversatile;vistage.com;yec.co;ypo.org
5023,1fa87c89cd25e34fabb2dcdd5515c3d7710e3fb25b1ed819,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,10670,True,False,han,13558,
5024,53641dad9561fc0b5eb254e1d19f2cbcc79e089268e76b62,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,678,True,True,han,22464,gnu.org;ogw6sutvr.bkt.clouddn.com;orgmode.org;validator.w3.org;w3.org
5039,3a73c1a1e16889162f6552c200be4905ad7a6854541e7175,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,1483,True,True,latin_or_other,211061,2kgames.com;annenberginstitute.org;apexlearning.com;atc21s.org;blackboard.com;bookbuilder.cast.org;brm.psychonomic-journals.org;carnegie.org;carnegiefoundation.org;cast.org;cct.edc.org;cited.org;clipper.lehigh.edu;commonsensemedia.org;concord.org;cosn.org;curriki.org;dma.edc.org;dmlcentral.net;docs.lib.purdue.edu;e-tutor.com;education.com;education.mit.edu;educationarcade.org;edutopia.org;edweek.org;essentialschools.org;ets.org;facetinnovations.com;flvs.net;fordnglc.com;fordpas.org;futureofed.org;gameslearningsociety.org;gapminder.org;gatesfoundation.org;gavirtualschool.org;globalchallengeaward.org;globalscholar.com;google.com;hightechhigh.org;historycanadagame.com;ies.ed.gov;ilabcentral.org;iste.org;itestlrc.edc.org;k12pearson.com;kff.org;knowledgegarage.org;knowledgeworks.org;kpk12.com;macfound.org;medialifemagazine.com;michaelbarbour.com;mitpress.mit.edu;nap.edu;nationaltechcenter.org;naviance.com;nces.ed.gov;ncrel.org;net.educause;net.educause.edu;newsroom.cdw.com;newtechnetwork.org;nextgenlearning.com;nmc.org;nmef.wikispaces.com;nmefdn.org;nsf.gov;nycischool.org;nytimes.com;opp.org;p21.org;participatorychinatown.org;plato.com;projectred.org;q2l.org;redorbit.com;relnei.org;rockman.com;schoolofone.org;schooltool.org;scienceleadership.org;setda.org;sofechalk.org;sri.com;stupski.org;supa.syr.edu;terc.org;thewildlab.org;thinkquest.org;tutor.com;urban.org;waldenu.edu;web.media.mit.edu;wirelessgeneration.com;wtgrantfoundation.org;www2.ed.gov;youthvoices.adobe.com
5049,09288bbecf7412fb7b108e820725c2da3ae88582df234112,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,59972,True,False,latin_or_other,60933,andrewsmcmeel.com;iginomarini.com
5051,bae45ecdac24564628a902c810c549e1c07e6beeacea2ee5,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,3140,True,False,latin_or_other,272442,copyright.com;pisa.oecd.org
5052,e6bed94db5a4dbda86dda5183fd0bceda1c8a20a525d41a6,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,62,True,False,latin_or_other,75949,arcadiapublishing.com;imagesofamerica.com
5061,e9e5a51cb1bff43af94ac36ef147ce0e9faace1f364a9f0e,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,26861,True,False,han,55455,ccgp.gov.cn;creditchina.gov;creditchina.gov.cn;ss.gov.cn;ylgczjzx.com
5067,d99df5bb0fc51bc09e4238ca66365f9726544fda432e31c4,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,127,True,False,latin_or_other,156928,irs.gov;support.taxslayer.com;support.taxslayerpro.com
5068,7d02d06c4ee69b964e957755bd6d479867d8207dcfe429cd,news/blog/general web,generic_copyright_or_bibliographic_marker,False,False,False,False,True,24433,True,False,latin_or_other,52790,
5074,a1d75007c70cd937ee5e7e40d13cd4b0fea632c23983e0be,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,2,True,False,latin_or_other,55216,
5075,960e59eaac638efadcad8f6197c6d06b349b5b1512ccea4c,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,602,True,False,latin_or_other,163995,adeanet.org;aspbae.org;bvdm-online.de;dnb.ddb.de;dvv-international.de;eur-lex.europa.eu;faculty.washington.edu;hrw.org;icnl.org;info.brot;kmk.org;oecd.org;post2015hlp.org;skills.oecd.org;sustainabledevelopment.un.org;tellmaps.com;uis.unesco.org;un.org;unesco.org;unesdoc.unesco;unesdoc.unesco.org
5078,0b00ed45a81454f0c812c3900e8578da596126ea6ad3ede8,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,1689,True,True,latin_or_other,47502,archives.gov;ballot-access.org;census.gov;electionline.org;fec.gov;iandrinstitute.org;ifes.org;iwatchnews.org;lib.umich.edu;moneyline.cq.com;news.yahoo.com;nytimes.com;opensecrets.org;peoplepress.org;politicalresources.net;politico.com;politics1.com;politicsonline.com;rollcall.com;tcf.org;thehill.com;uselectionatlas.org;vote411.org;votesmart.org;washingtonpost.com;wwwelectionline.org
5091,8e28f205b3486c3b27b618a9df87d5968f0a288acf95f985,books/literary/publisher,mixed_restrictive_and_open_or_public,True,True,False,False,True,42,True,False,latin_or_other,199768,bbs.ca.gov;bbs.ca.gov.if;bbs.ca.govthis;cdc.gov;medbd.ca.govthis;ncbi.nlm.nih.gov;pai-ca.org;psychboard.ca.govthis;socialworkers.org
5092,6240f717f4df23649e46fdbeeea593755d80f6a22d65b293,corporate/financial/ESG,explicit_restrictive_notice,True,False,False,False,True,5244,True,False,han,16376,
5099,cfde8e0e7780b0799636fe1a5e4c0790c7b32a43b66f210e,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,2047,True,False,latin_or_other,44958,medwriteinternational.com
5113,8faec02e3280123686d39681c36bc94cb28d46b99795baea,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,636,True,False,latin_or_other,81902,
5122,af90debf47cf233f65027ae79c81c6ae7b393cedc4f27438,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,217,True,False,latin_or_other,65768,lccn.loc.gov
5127,5f3df00c76fc5c1e42abf2844cf9c624cf8d7139ce35ed52,public-domain/library,explicit_public_domain_marker,False,False,True,False,True,434,True,False,latin_or_other,54642,pgdp.net
5130,937925a734ca2bec81c553f9cbe510e12ef19ffc85fef118,books/literary/publisher,generic_copyright_or_bibliographic_marker,False,False,False,False,True,60875,True,True,latin_or_other,156250,
5131,2476f3bf4a0e7bffc0a5bf12dc35ff6d6c8e2c59fce423e1,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,9459,True,True,latin_or_other,40143,
5134,5fca454209af6968fffce2f0f6e9ec36fce66cd902f31013,software/code/technical-QA,explicit_restrictive_notice,True,False,False,False,True,10776,True,False,latin_or_other,26679,jhipster.github.io
5165,d6b4068ab3221636fd981dc8282052672c89ff1ee18ae3fd,government/legal/procurement,explicit_restrictive_notice,True,False,False,False,True,1077,True,False,han,35191,
5168,df60a16083137b1a0edadd0dbbe373499969d12581f13259,corporate/financial/ESG,explicit_restrictive_notice,True,False,False,False,True,2325,True,False,han,20059,
5185,be16efe0887c59b6d53822545508f8adab790cd5af2e9a0b,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,37466,True,True,latin_or_other,53518,
5186,9ff0f665ffeb597225cdffdb91e56969da7ce2380aad7b6f,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,84374,True,False,latin_or_other,84878,doi.org
5187,87048d4f6e25e4e2a3c00eaa1285df5bbd84906d1ae06b5a,government/legal/procurement,explicit_restrictive_notice,True,False,False,False,True,16786,True,False,latin_or_other,61684,adr.org
5195,28ff18ccf6fcfae08ad8ceba9769bc96685d5fb837ec86bd,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,70154,True,False,latin_or_other,71871,macmillandigital.com.au;panmacmillan.com.au
5200,dc89de1151f1def23802d53862cd1668eedb53ae0382d803,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,13108,True,False,han,78541,ccgp.gov.cn;creditchina.gov.cn
5219,325961321ceeaf66dd937d43f51f1e82bbff0b7e0f38b0e3,scholarly/research,generic_copyright_or_bibliographic_marker,False,False,False,False,True,430,True,False,latin_or_other,172588,docs.microsoft.com;microsoft.com;msdn.microsoft.com;rfc-editor.org
5225,9ff606131ec26ea110957350da40e01f67af753e93808858,manual/technical documentation,generic_copyright_or_bibliographic_marker,False,False,False,False,True,49,True,False,latin_or_other,205605,7-zip.org;conda.anaconda.org;docs.python.org;gzip.org;pypi.org;support.gurobi.com
5231,dc920d6a8886005c7ed28632f8d01b17fe3bd4b1f7f4ec18,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,175,True,False,latin_or_other,83532,fsgbooks.com
5239,dcd564f0d747593af56e01ce2197f6bec4469b2c573e5392,government/legal/procurement,mixed_restrictive_and_open_or_public,True,False,True,False,True,72786,True,True,latin_or_other,182649,appft.uspto.gov;compcert.inria.fr;csrc.nist.gov;datatracker.ietf.org;dd-wrt.com;dwheeler.com;events.energetics.com;go.usa.gov;gpo.gov;grants.gov;grants.nih.gov;hhs.gov;iedison.gov;messagesystems.com;mvpos.sourceforge.net;nist.gov;nvl.nist.gov;oasis-open.org;openwrt.org;pcworld.com;rfc-editor.org;sam.gov;sbir.gov;sel4.systems;sunxacml.sourceforge.net;tools.ietf.org;tsapps.nist.gov;vcc.codeplex.com;wohlersassociates.com
5245,e9a362340afd0a1956a7a0d465ba06c6ca4061d652ff872c,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,46,True,False,latin_or_other,90680,127sale.com;adetacher.com;alamedapointantiquesfaire.com;annexantiques.com;antiquecollectiblemarket.com;bddw.com;bellandbird.com;bellocchio.com;brimfieldshow.com;britexfabrics.com;bungalowclassic.com;chroniclebooks.com;clothhouse.com;colorassociation.com;couvertureandthegarbstore.com;creaturesofcomfort.us;dashwoodbooks.com;davidaustinroses.com;design-library.com;deveraobjects.com;doubledutchpress.com;edelkoort.com;floragrubb.com;fredsegal.com;goodnessgrows.com;iheartagora.com;jmdrygoods.com;johnderian.com;kinfolk.com;kioskkiosk.com;liberty.co.uk;library.harvard.edu;lostandfoundshop.com;makieclothier.com;martynthompsonstudio.com;maxfieldla.com;meletmercantile.com;nyartbookfair.com;nypl.org;okthestore.com;openingceremony.us;paularubenstein.com;petershamnurseries.com;pottertonbooksusa.com;roundtoptexasantiques.com;rwoodstudio.com;saipua.com;scottantiquemarket.com;selvedge.org;shopatgood.com;shopbird.com;shopterrain.com;shopworthwhile.blogspot.com;stevenalan.com;tedmuehling.com;totokaelo.com;tradingplaceamerica.com;treehousekidandcraft.com;uncommonobjects.com;wildflower.org;worldofinteriors.co.uk
5257,45d9a20af6777c0b5be2d237bbfa26ea1386fb301369e563,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,13649,True,True,han,15530,
5258,d489b254b4bc91fc333835c33b3c924409a43ff9c5384f6f,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,7,True,False,latin_or_other,47619,steppingstonesbooks.com
5259,ad2059bc720f14dc0ac3d6686a5471978062fc45b1e07f0e,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,480,True,False,latin_or_other,51180,keinundaber.ch;profilebooks.com
5261,cd7cb8b9f5a5b7937a34de754325d77b7219d27eceea4b94,government/legal/procurement,generic_copyright_or_bibliographic_marker,False,False,False,False,True,52295,True,False,latin_or_other,52430,brownbook.net
5276,e02298915bda3a6334642aa3c5d6ba051c726b48af4f302c,books/literary/publisher,explicit_restrictive_notice,True,False,False,False,True,2631,True,False,latin_or_other,42721,kentuckypress.com
5277,2ea7a24fc3049a03234423be700f43a1db1484169fc1df4b,corporate/financial/ESG,generic_copyright_or_bibliographic_marker,False,False,False,False,True,26501,True,False,latin_or_other,89729,
